label,data
1200,1273
1200,1270
1200,1265
1200,1265
1200,1260
1200,1268
1200,1257
1200,1265
1200,1270
1200,1270
1200,1255
1200,1270
1200,1260
1200,1268
1200,1260
1200,1268
1200,1262
1200,1268
1200,1255
1200,1265
1200,1260
1200,1268
1200,1268
1200,1273
1200,1270
1200,1260
1200,1268
1200,1265
1200,1260
1200,1262
1200,1257
1200,1260
1200,1255
1200,1260
1200,1252
1200,1260
1200,1250
1200,1260
1200,1268
1200,1270
1200,1250
1200,1262
1200,1265
1200,1265
1200,1262
1200,1273
1200,1257
1200,1262
1200,1262
1200,1257
1200,1268
1200,1273
1200,1260
1200,1255
1200,1270
1200,1265
1200,1273
1200,1260
1200,1268
1200,1270
1200,1265
1200,1268
1200,1260
1200,1265
1200,1270
1200,1268
1200,1260
1200,1273
1200,1268
1200,1255
1200,1257
1200,1270
1200,1257
1200,1247
1200,1270
1200,1255
1200,1262
1200,1268
1200,1265
1200,1262
1200,1250
1200,1262
1200,1260
1200,1273
1200,1262
1200,1260
1200,1257
1200,1265
1200,1265
1200,1265
1200,1273
1200,1262
1200,1265
1200,1262
1200,1260
1200,1278
1200,1262
1200,1260
1200,1257
1200,1268
1200,1260
1200,1260
1200,1273
1200,1276
1200,1252
1200,1262
1200,1268
1200,1262
1200,1262
1200,1270
1200,1268
1200,1260
1200,1260
1200,1268
1200,1268
1200,1270
1200,1252
1200,1268
1200,1260
1200,1262
1200,1273
1200,1255
1200,1265
1200,1265
1200,1265
1200,1262
1200,1242
1200,1260
1200,1255
1200,1242
1200,1255
1200,1250
1200,1255
1200,1255
1200,1260
1200,1270
1200,1257
1200,1262
1200,1245
1200,1257
1200,1250
1200,1257
1200,1260
1200,1260
1200,1260
1200,1255
1200,1268
1200,1252
1200,1255
1200,1260
1200,1257
1200,1260
1200,1270
1200,1260
1200,1252
1200,1270
1200,1260
1200,1250
1200,1268
1200,1268
1200,1252
1200,1262
1200,1273
1200,1265
1200,1265
1200,1260
1200,1268
1200,1252
1200,1257
1200,1262
1200,1270
1200,1262
1200,1257
1200,1255
1200,1260
1200,1270
1200,1265
1200,1252
1200,1260
1200,1276
1200,1257
1200,1247
1200,1255
1200,1255
1200,1273
1200,1257
1200,1260
1200,1255
1200,1265
